,Party,2019,2014,%2019,%2014,municipality
5,DéFI,29,-,"2,29%",-,Rouvroy
6,FDF,-,7,-,"0,58%",Rouvroy
7,PTB,156,-,"12,33%",-,Rouvroy
8,PTB-GO!,-,31,-,"2,56%",Rouvroy
9,LISTES DESTEXHE,6,-,"0,47%",-,Rouvroy
10,PS,208,259,"16,44%","21,35%",Rouvroy
11,LA DROITE,7,13,"0,55%","1,07%",Rouvroy
12,NATION,7,-,"0,55%",-,Rouvroy
13,MG,-,4,-,"0,33%",Rouvroy
14,DEBOUT LES BELGES,-,31,-,"2,56%",Rouvroy
15,R.W.F.,-,1,-,"0,08%",Rouvroy
16,B.U.B.-Belg.Unie,-,8,-,"0,66%",Rouvroy
0,ECOLO,445,190,"20,58%","8,87%",Saint-Leger
1,CDH,460,689,"21,28%","32,17%",Saint-Leger
2,MR,398,422,"18,41%","19,70%",Saint-Leger
3,PARTI POPULAIRE,74,157,"3,42%","7,33%",Saint-Leger
4,VLAAMS BELANG,20,-,"0,93%",-,Saint-Leger
5,DéFI,83,-,"3,84%",-,Saint-Leger
6,FDF,-,66,-,"3,08%",Saint-Leger
7,PTB,181,-,"8,37%",-,Saint-Leger
8,PTB-GO!,-,40,-,"1,87%",Saint-Leger
9,LISTES DESTEXHE,35,-,"1,62%",-,Saint-Leger
10,PS,429,491,"19,84%","22,92%",Saint-Leger
11,LA DROITE,24,20,"1,11%","0,93%",Saint-Leger
12,NATION,13,-,"0,60%",-,Saint-Leger
13,MG,-,13,-,"0,61%",Saint-Leger
14,DEBOUT LES BELGES,-,35,-,"1,63%",Saint-Leger
15,R.W.F.,-,8,-,"0,37%",Saint-Leger
16,B.U.B.-Belg.Unie,-,11,-,"0,51%",Saint-Leger
0,ECOLO,1.430,638,"21,98%","9,48%",Virton
1,CDH,1.360,2.116,"20,91%","31,44%",Virton
2,MR,1.126,1.259,"17,31%","18,71%",Virton
3,PARTI POPULAIRE,170,328,"2,61%","4,87%",Virton
4,VLAAMS BELANG,42,-,"0,65%",-,Virton
5,DéFI,159,-,"2,44%",-,Virton
6,FDF,-,89,-,"1,32%",Virton
7,PTB,690,-,"10,61%",-,Virton
8,PTB-GO!,-,171,-,"2,54%",Virton
9,LISTES DESTEXHE,45,-,"0,69%",-,Virton
10,PS,1.387,1.785,"21,32%","26,52%",Virton
11,LA DROITE,53,80,"0,81%","1,19%",Virton
12,NATION,43,-,"0,66%",-,Virton
13,MG,-,49,-,"0,73%",Virton
14,DEBOUT LES BELGES,-,156,-,"2,32%",Virton
15,R.W.F.,-,34,-,"0,51%",Virton
16,B.U.B.-Belg.Unie,-,25,-,"0,37%",Virton
0,ECOLO,108,57,"12,53%","5,98%",Daverdisse
1,CDH,172,327,"19,95%","34,31%",Daverdisse
2,MR,199,235,"23,09%","24,66%",Daverdisse
3,PARTI POPULAIRE,38,38,"4,41%","3,99%",Daverdisse
4,VLAAMS BELANG,9,-,"1,04%",-,Daverdisse
5,DéFI,50,-,"5,80%",-,Daverdisse
6,FDF,-,25,-,"2,62%",Daverdisse
7,PTB,75,-,"8,70%",-,Daverdisse
8,PTB-GO!,-,24,-,"2,52%",Daverdisse
9,LISTES DESTEXHE,16,-,"1,86%",-,Daverdisse
10,PS,183,215,"21,23%","22,56%",Daverdisse
11,LA DROITE,7,10,"0,81%","1,05%",Daverdisse
12,NATION,5,-,"0,58%",-,Daverdisse
13,MG,-,1,-,"0,10%",Daverdisse
14,DEBOUT LES BELGES,-,12,-,"1,26%",Daverdisse
15,R.W.F.,-,4,-,"0,42%",Daverdisse
16,B.U.B.-Belg.Unie,-,5,-,"0,52%",Daverdisse
0,ECOLO,208,102,"13,68%","6,55%",Tellin
1,CDH,288,447,"18,93%","28,69%",Tellin
2,MR,371,385,"24,39%","24,71%",Tellin
3,PARTI POPULAIRE,41,54,"2,70%","3,47%",Tellin
4,VLAAMS BELANG,17,-,"1,12%",-,Tellin
5,DéFI,55,-,"3,62%",-,Tellin
6,FDF,-,39,-,"2,50%",Tellin
7,PTB,192,-,"12,62%",-,Tellin
8,PTB-GO!,-,48,-,"3,08%",Tellin
9,LISTES DESTEXHE,20,-,"1,31%",-,Tellin
10,PS,312,411,"20,51%","26,38%",Tellin
11,LA DROITE,13,21,"0,85%","1,35%",Tellin
12,NATION,4,-,"0,26%",-,Tellin
13,MG,-,6,-,"0,39%",Tellin
14,DEBOUT LES BELGES,-,30,-,"1,93%",Tellin
15,R.W.F.,-,4,-,"0,26%",Tellin
16,B.U.B.-Belg.Unie,-,11,-,"0,71%",Tellin
0,ECOLO,238,114,"12,11%","5,79%",Wellin
1,CDH,288,619,"14,65%","31,44%",Wellin
2,MR,494,458,"25,13%","23,26%",Wellin
3,PARTI POPULAIRE,62,78,"3,15%","3,96%",Wellin
4,VLAAMS BELANG,14,-,"0,71%",-,Wellin
5,DéFI,58,-,"2,95%",-,Wellin
6,FDF,-,43,-,"2,18%",Wellin
7,PTB,218,-,"11,09%",-,Wellin
8,PTB-GO!,-,42,-,"2,13%",Wellin
9,LISTES DESTEXHE,17,-,"0,86%",-,Wellin
10,PS,551,560,"28,03%","28,44%",Wellin
11,LA DROITE,13,18,"0,66%","0,91%",Wellin
12,NATION,13,-,"0,66%",-,Wellin
13,MG,-,1,-,"0,05%",Wellin
14,DEBOUT LES BELGES,-,25,-,"1,27%",Wellin
15,R.W.F.,-,4,-,"0,20%",Wellin
16,B.U.B.-Belg.Unie,-,7,-,"0,36%",Wellin
0,ECOLO,2.110,1.588,"13,15%","10,47%",Andenne
1,CDH,1.842,1.748,"11,48%","11,52%",Andenne
2,MR,2.138,2.978,"13,32%","19,63%",Andenne
3,PARTI POPULAIRE,563,734,"3,51%","4,84%",Andenne
4,VLAAMS BELANG,107,-,"0,67%",-,Andenne
5,DéFI,751,-,"4,68%",-,Andenne
6,FDF,-,421,-,"2,77%",Andenne
7,PTB,2.609,-,"16,26%",-,Andenne
8,PTB-GO!,-,921,-,"6,07%",Andenne
9,LISTES DESTEXHE,216,-,"1,35%",-,Andenne
10,PS,4.993,5.783,"31,11%","38,11%",Andenne
11,DierAnimal,260,-,"1,62%",-,Andenne
12,NATION,87,80,"0,54%","0,53%",Andenne
13,Collectif Citoyen,122,-,"0,76%",-,Andenne
14,LA DROITE,118,235,"0,74%","1,55%",Andenne
15,AGIR,134,-,"0,83%",-,Andenne
16,MG,-,21,-,"0,14%",Andenne
17,DEBOUT LES BELGES,-,354,-,"2,33%",Andenne
18,R.W.F.,-,95,-,"0,63%",Andenne
19,B.U.B.- Belg.Unie,-,58,-,"0,38%",Andenne
20,FW,-,34,-,"0,22%",Andenne
21,NWA,-,42,-,"0,28%",Andenne
22,Vox Populi Belgica,-,81,-,"0,53%",Andenne
0,ECOLO,1.005,662,"21,68%","14,87%",Gesves
1,CDH,795,540,"17,15%","12,13%",Gesves
2,MR,1.098,1.566,"23,69%","35,18%",Gesves
3,PARTI POPULAIRE,99,166,"2,14%","3,73%",Gesves
4,VLAAMS BELANG,28,-,"0,60%",-,Gesves
5,DéFI,245,-,"5,29%",-,Gesves
6,FDF,-,143,-,"3,21%",Gesves
7,PTB,468,-,"10,10%",-,Gesves
8,PTB-GO!,-,224,-,"5,03%",Gesves
9,LISTES DESTEXHE,70,-,"1,51%",-,Gesves
10,PS,693,928,"14,95%","20,84%",Gesves
11,DierAnimal,50,-,"1,08%",-,Gesves
12,NATION,15,13,"0,32%","0,29%",Gesves
13,Collectif Citoyen,30,-,"0,65%",-,Gesves
14,LA DROITE,20,42,"0,43%","0,94%",Gesves
15,AGIR,19,-,"0,41%",-,Gesves
16,MG,-,4,-,"0,09%",Gesves
17,DEBOUT LES BELGES,-,70,-,"1,57%",Gesves
18,R.W.F.,-,15,-,"0,34%",Gesves
19,B.U.B.- Belg.Unie,-,32,-,"0,72%",Gesves
20,FW,-,9,-,"0,20%",Gesves
21,NWA,-,25,-,"0,56%",Gesves
22,Vox Populi Belgica,-,13,-,"0,29%",Gesves
0,ECOLO,461,342,"14,15%","10,97%",Ohey
1,CDH,622,453,"19,09%","14,53%",Ohey
2,MR,616,974,"18,91%","31,25%",Ohey
3,PARTI POPULAIRE,90,155,"2,76%","4,97%",Ohey
4,VLAAMS BELANG,18,-,"0,55%",-,Ohey
5,DéFI,153,-,"4,70%",-,Ohey
6,FDF,-,57,-,"1,83%",Ohey
7,PTB,496,-,"15,22%",-,Ohey
8,PTB-GO!,-,157,-,"5,04%",Ohey
9,LISTES DESTEXHE,57,-,"1,75%",-,Ohey
10,PS,625,807,"19,18%","25,89%",Ohey
11,DierAnimal,48,-,"1,47%",-,Ohey
12,NATION,13,13,"0,40%","0,42%",Ohey
13,Collectif Citoyen,18,-,"0,55%",-,Ohey
14,LA DROITE,26,50,"0,80%","1,60%",Ohey
15,AGIR,15,-,"0,46%",-,Ohey
16,MG,-,2,-,"0,06%",Ohey
17,DEBOUT LES BELGES,-,65,-,"2,09%",Ohey
18,R.W.F.,-,11,-,"0,35%",Ohey
19,B.U.B.- Belg.Unie,-,5,-,"0,16%",Ohey
20,FW,-,2,-,"0,06%",Ohey
21,NWA,-,7,-,"0,22%",Ohey
22,Vox Populi Belgica,-,17,-,"0,55%",Ohey
0,ECOLO,1.502,868,"14,51%","8,82%",Eghezee
1,CDH,1.575,1.804,"15,22%","18,32%",Eghezee
2,MR,3.202,2.985,"30,93%","30,32%",Eghezee
3,PARTI POPULAIRE,251,498,"2,42%","5,06%",Eghezee
4,VLAAMS BELANG,49,-,"0,47%",-,Eghezee
5,DéFI,534,-,"5,16%",-,Eghezee
6,FDF,-,303,-,"3,08%",Eghezee
7,PTB,995,-,"9,61%",-,Eghezee
8,PTB-GO!,-,370,-,"3,76%",Eghezee
9,LISTES DESTEXHE,141,-,"1,36%",-,Eghezee
10,PS,1.825,2.620,"17,63%","26,61%",Eghezee
11,DierAnimal,108,-,"1,04%",-,Eghezee
12,NATION,42,33,"0,41%","0,34%",Eghezee
13,Collectif Citoyen,58,-,"0,56%",-,Eghezee
14,LA DROITE,39,87,"0,38%","0,88%",Eghezee
15,AGIR,30,-,"0,29%",-,Eghezee
16,MG,-,8,-,"0,08%",Eghezee
17,DEBOUT LES BELGES,-,144,-,"1,46%",Eghezee
18,R.W.F.,-,45,-,"0,46%",Eghezee
19,B.U.B.- Belg.Unie,-,19,-,"0,19%",Eghezee
20,FW,-,12,-,"0,12%",Eghezee
21,NWA,-,18,-,"0,18%",Eghezee
22,Vox Populi Belgica,-,32,-,"0,33%",Eghezee
0,ECOLO,833,512,"15,94%","10,61%",Fernelmont
1,CDH,1.380,1.338,"26,41%","27,73%",Fernelmont
2,MR,1.093,1.293,"20,91%","26,80%",Fernelmont
3,PARTI POPULAIRE,107,201,"2,05%","4,17%",Fernelmont
4,VLAAMS BELANG,28,-,"0,54%",-,Fernelmont
5,DéFI,251,-,"4,80%",-,Fernelmont
6,FDF,-,136,-,"2,82%",Fernelmont
7,PTB,498,-,"9,53%",-,Fernelmont
8,PTB-GO!,-,161,-,"3,34%",Fernelmont
9,LISTES DESTEXHE,70,-,"1,34%",-,Fernelmont
10,PS,768,918,"14,70%","19,03%",Fernelmont
11,DierAnimal,52,-,"1,00%",-,Fernelmont
12,NATION,75,34,"1,44%","0,70%",Fernelmont
13,Collectif Citoyen,33,-,"0,63%",-,Fernelmont
14,LA DROITE,23,46,"0,44%","0,95%",Fernelmont
15,AGIR,15,-,"0,29%",-,Fernelmont
16,MG,-,3,-,"0,06%",Fernelmont
17,DEBOUT LES BELGES,-,105,-,"2,18%",Fernelmont
18,R.W.F.,-,28,-,"0,58%",Fernelmont
19,B.U.B.- Belg.Unie,-,14,-,"0,29%",Fernelmont
20,FW,-,10,-,"0,21%",Fernelmont
21,NWA,-,7,-,"0,15%",Fernelmont
22,Vox Populi Belgica,-,19,-,"0,39%",Fernelmont
0,ECOLO,1.073,594,"17,81%","10,24%",la Bruyere
1,CDH,1.059,894,"17,58%","15,41%",la Bruyere
2,MR,1.534,2.027,"25,46%","34,94%",la Bruyere
3,PARTI POPULAIRE,134,283,"2,22%","4,88%",la Bruyere
4,VLAAMS BELANG,25,-,"0,42%",-,la Bruyere
5,DéFI,321,-,"5,33%",-,la Bruyere
6,FDF,-,182,-,"3,14%",la Bruyere
7,PTB,464,-,"7,70%",-,la Bruyere
8,PTB-GO!,-,223,-,"3,84%",la Bruyere
9,LISTES DESTEXHE,85,-,"1,41%",-,la Bruyere
10,PS,1.151,1.365,"19,11%","23,53%",la Bruyere
11,DierAnimal,68,-,"1,13%",-,la Bruyere
12,NATION,14,15,"0,23%","0,26%",la Bruyere
13,Collectif Citoyen,44,-,"0,73%",-,la Bruyere
14,LA DROITE,34,36,"0,56%","0,62%",la Bruyere
15,AGIR,18,-,"0,30%",-,la Bruyere
16,MG,-,5,-,"0,09%",la Bruyere
17,DEBOUT LES BELGES,-,94,-,"1,62%",la Bruyere
18,R.W.F.,-,32,-,"0,55%",la Bruyere
19,B.U.B.- Belg.Unie,-,18,-,"0,31%",la Bruyere
20,FW,-,5,-,"0,09%",la Bruyere
21,NWA,-,3,-,"0,05%",la Bruyere
22,Vox Populi Belgica,-,25,-,"0,43%",la Bruyere
0,ECOLO,608,486,"10,71%","8,49%",Beauraing
1,CDH,1.227,728,"21,62%","12,72%",Beauraing
2,MR,1.421,2.205,"25,04%","38,52%",Beauraing
3,PARTI POPULAIRE,156,178,"2,75%","3,11%",Beauraing
4,VLAAMS BELANG,51,-,"0,90%",-,Beauraing
5,DéFI,137,-,"2,41%",-,Beauraing
6,FDF,-,104,-,"1,82%",Beauraing
7,PTB,585,-,"10,31%",-,Beauraing
8,PTB-GO!,-,185,-,"3,23%",Beauraing
9,LISTES DESTEXHE,51,-,"0,90%",-,Beauraing
10,PS,1.245,1.571,"21,94%","27,45%",Beauraing
11,DierAnimal,56,-,"0,99%",-,Beauraing
12,NATION,11,18,"0,19%","0,31%",Beauraing
13,Collectif Citoyen,47,-,"0,83%",-,Beauraing
14,LA DROITE,55,68,"0,97%","1,19%",Beauraing
15,AGIR,25,-,"0,44%",-,Beauraing
16,MG,-,6,-,"0,10%",Beauraing
17,DEBOUT LES BELGES,-,90,-,"1,57%",Beauraing
18,R.W.F.,-,45,-,"0,79%",Beauraing
19,B.U.B.- Belg.Unie,-,18,-,"0,31%",Beauraing
20,FW,-,2,-,"0,03%",Beauraing
21,NWA,-,11,-,"0,19%",Beauraing
22,Vox Populi Belgica,-,9,-,"0,16%",Beauraing
0,ECOLO,396,258,"12,89%","8,78%",Houyet
1,CDH,482,478,"15,69%","16,26%",Houyet
2,MR,889,1.030,"28,94%","35,05%",Houyet
3,PARTI POPULAIRE,96,78,"3,13%","2,65%",Houyet
4,VLAAMS BELANG,40,-,"1,30%",-,Houyet
5,DéFI,93,-,"3,03%",-,Houyet
6,FDF,-,73,-,"2,48%",Houyet
7,PTB,310,-,"10,09%",-,Houyet
8,PTB-GO!,-,114,-,"3,88%",Houyet
9,LISTES DESTEXHE,48,-,"1,56%",-,Houyet
10,PS,602,772,"19,60%","26,27%",Houyet
11,DierAnimal,32,-,"1,04%",-,Houyet
12,NATION,15,2,"0,49%","0,07%",Houyet
13,Collectif Citoyen,31,-,"1,01%",-,Houyet
14,LA DROITE,20,37,"0,65%","1,26%",Houyet
15,AGIR,18,-,"0,59%",-,Houyet
16,MG,-,4,-,"0,14%",Houyet
17,DEBOUT LES BELGES,-,49,-,"1,67%",Houyet
18,R.W.F.,-,18,-,"0,61%",Houyet
19,B.U.B.- Belg.Unie,-,6,-,"0,20%",Houyet
20,FW,-,4,-,"0,14%",Houyet
21,NWA,-,9,-,"0,31%",Houyet
22,Vox Populi Belgica,-,7,-,"0,24%",Houyet
0,ECOLO,1.723,966,"16,96%","9,72%",Ciney
1,CDH,1.489,1.298,"14,66%","13,06%",Ciney
2,MR,2.578,3.957,"25,38%","39,83%",Ciney
3,PARTI POPULAIRE,240,345,"2,36%","3,47%",Ciney
4,VLAAMS BELANG,87,-,"0,86%",-,Ciney
5,DéFI,385,-,"3,79%",-,Ciney
6,FDF,-,170,-,"1,71%",Ciney
7,PTB,1.170,-,"11,52%",-,Ciney
8,PTB-GO!,-,424,-,"4,27%",Ciney
9,LISTES DESTEXHE,167,-,"1,64%",-,Ciney
10,PS,2.015,2.359,"19,84%","23,74%",Ciney
11,DierAnimal,89,-,"0,88%",-,Ciney
12,NATION,26,22,"0,26%","0,22%",Ciney
13,Collectif Citoyen,77,-,"0,76%",-,Ciney
14,LA DROITE,66,101,"0,65%","1,02%",Ciney
15,AGIR,45,-,"0,44%",-,Ciney
16,MG,-,10,-,"0,10%",Ciney
17,DEBOUT LES BELGES,-,141,-,"1,42%",Ciney
18,R.W.F.,-,63,-,"0,63%",Ciney
19,B.U.B.- Belg.Unie,-,21,-,"0,21%",Ciney
20,FW,-,11,-,"0,11%",Ciney
21,NWA,-,15,-,"0,15%",Ciney
22,Vox Populi Belgica,-,32,-,"0,32%",Ciney
0,ECOLO,856,515,"18,72%","11,71%",Hamois
1,CDH,665,596,"14,54%","13,55%",Hamois
2,MR,1.275,1.587,"27,88%","36,08%",Hamois
3,PARTI POPULAIRE,108,132,"2,36%","3,00%",Hamois
4,VLAAMS BELANG,20,-,"0,44%",-,Hamois
5,DéFI,218,-,"4,77%",-,Hamois
6,FDF,-,106,-,"2,41%",Hamois
7,PTB,475,-,"10,39%",-,Hamois
8,PTB-GO!,-,223,-,"5,07%",Hamois
9,LISTES DESTEXHE,82,-,"1,79%",-,Hamois
10,PS,731,1.053,"15,99%","23,94%",Hamois
11,DierAnimal,42,-,"0,92%",-,Hamois
12,NATION,11,11,"0,24%","0,25%",Hamois
13,Collectif Citoyen,50,-,"1,09%",-,Hamois
14,LA DROITE,26,52,"0,57%","1,18%",Hamois
15,AGIR,14,-,"0,31%",-,Hamois
16,MG,-,8,-,"0,18%",Hamois
17,DEBOUT LES BELGES,-,65,-,"1,48%",Hamois
18,R.W.F.,-,18,-,"0,41%",Hamois
19,B.U.B.- Belg.Unie,-,10,-,"0,23%",Hamois
20,FW,-,3,-,"0,07%",Hamois
21,NWA,-,5,-,"0,11%",Hamois
22,Vox Populi Belgica,-,15,-,"0,34%",Hamois
0,ECOLO,584,442,"17,86%","13,83%",Havelange
1,CDH,673,658,"20,59%","20,59%",Havelange
2,MR,723,950,"22,12%","29,72%",Havelange
3,PARTI POPULAIRE,59,76,"1,80%","2,38%",Havelange
4,VLAAMS BELANG,21,-,"0,64%",-,Havelange
5,DéFI,161,-,"4,93%",-,Havelange
6,FDF,-,63,-,"1,97%",Havelange
7,PTB,429,-,"13,12%",-,Havelange
8,PTB-GO!,-,208,-,"6,51%",Havelange
9,LISTES DESTEXHE,61,-,"1,87%",-,Havelange
10,PS,467,650,"14,29%","20,34%",Havelange
11,DierAnimal,22,-,"0,67%",-,Havelange
12,NATION,13,6,"0,40%","0,19%",Havelange
13,Collectif Citoyen,27,-,"0,83%",-,Havelange
14,LA DROITE,16,41,"0,49%","1,28%",Havelange
15,AGIR,13,-,"0,40%",-,Havelange
16,MG,-,2,-,"0,06%",Havelange
17,DEBOUT LES BELGES,-,59,-,"1,85%",Havelange
18,R.W.F.,-,18,-,"0,56%",Havelange
19,B.U.B.- Belg.Unie,-,8,-,"0,25%",Havelange
20,FW,-,0,-,"0,00%",Havelange
21,NWA,-,5,-,"0,16%",Havelange
22,Vox Populi Belgica,-,10,-,"0,31%",Havelange
0,ECOLO,457,293,"12,90%","8,90%",Somme-Leuze
1,CDH,390,372,"11,00%","11,30%",Somme-Leuze
2,MR,1.163,1.469,"32,82%","44,61%",Somme-Leuze
3,PARTI POPULAIRE,124,123,"3,50%","3,74%",Somme-Leuze
4,VLAAMS BELANG,51,-,"1,44%",-,Somme-Leuze
5,DéFI,146,-,"4,12%",-,Somme-Leuze
6,FDF,-,86,-,"2,61%",Somme-Leuze
7,PTB,427,-,"12,05%",-,Somme-Leuze
8,PTB-GO!,-,128,-,"3,89%",Somme-Leuze
9,LISTES DESTEXHE,50,-,"1,41%",-,Somme-Leuze
10,PS,550,639,"15,52%","19,40%",Somme-Leuze
11,DierAnimal,52,-,"1,47%",-,Somme-Leuze
12,NATION,25,12,"0,71%","0,36%",Somme-Leuze
13,Collectif Citoyen,51,-,"1,44%",-,Somme-Leuze
14,LA DROITE,37,39,"1,04%","1,18%",Somme-Leuze
15,AGIR,21,-,"0,59%",-,Somme-Leuze
16,MG,-,9,-,"0,27%",Somme-Leuze
17,DEBOUT LES BELGES,-,52,-,"1,58%",Somme-Leuze
18,R.W.F.,-,29,-,"0,88%",Somme-Leuze
19,B.U.B.- Belg.Unie,-,12,-,"0,36%",Somme-Leuze
20,FW,-,8,-,"0,24%",Somme-Leuze
21,NWA,-,5,-,"0,15%",Somme-Leuze
22,Vox Populi Belgica,-,17,-,"0,52%",Somme-Leuze
0,ECOLO,1.538,849,"13,76%","7,60%",Herve
1,CDH,1.489,2.528,"13,32%","22,64%",Herve
2,MR,3.530,3.889,"31,59%","34,83%",Herve
3,PARTI POPULAIRE,360,606,"3,22%","5,43%",Herve
4,VLAAMS BELANG,49,-,"0,44%",-,Herve
5,DéFI,353,-,"3,16%",-,Herve
6,FDF,-,208,-,"1,86%",Herve
7,PTB,1.261,-,"11,28%",-,Herve
8,PTB-GO !,-,457,-,"4,09%",Herve
9,LISTES DESTEXHE,248,-,"2,22%",-,Herve
10,PS,1.797,2.060,"16,08%","18,45%",Herve
11,DierAnimal,115,-,"1,03%",-,Herve
12,LA DROITE,53,137,"0,47%","1,23%",Herve
13,LES BELGES D'ABORD,170,-,"1,52%",-,Herve
14,NATION,19,19,"0,17%","0,17%",Herve
15,WALLONIE INSOUMISE,44,-,"0,39%",-,Herve
16,Collectif Citoyen,150,-,"1,34%",-,Herve
17,MG,-,14,-,"0,13%",Herve
18,Debout les Belges,-,119,-,"1,07%",Herve
19,VLC,-,35,-,"0,31%",Herve
20,B.U.B.-BELG.UNIE,-,16,-,"0,14%",Herve
21,WALLONIE D'ABORD,-,87,-,"0,78%",Herve
22,PIRATE,-,51,-,"0,46%",Herve
23,FW,-,6,-,"0,05%",Herve
24,PP PARTIPENSIONNES,-,55,-,"0,49%",Herve
25,R.W.F.,-,14,-,"0,13%",Herve
26,CIM,-,3,-,"0,03%",Herve
27,ISLAM,-,12,-,"0,11%",Herve
0,ECOLO,603,408,"16,54%","11,23%",Thimister-Clermont
1,CDH,523,845,"14,35%","23,26%",Thimister-Clermont
2,MR,1.218,1.276,"33,42%","35,12%",Thimister-Clermont
3,PARTI POPULAIRE,136,236,"3,73%","6,50%",Thimister-Clermont
4,VLAAMS BELANG,18,-,"0,49%",-,Thimister-Clermont
5,DéFI,142,-,"3,90%",-,Thimister-Clermont
6,FDF,-,63,-,"1,73%",Thimister-Clermont
7,PTB,345,-,"9,47%",-,Thimister-Clermont
8,PTB-GO !,-,120,-,"3,30%",Thimister-Clermont
9,LISTES DESTEXHE,52,-,"1,43%",-,Thimister-Clermont
10,PS,450,566,"12,35%","15,58%",Thimister-Clermont
11,DierAnimal,31,-,"0,85%",-,Thimister-Clermont
12,LA DROITE,30,31,"0,82%","0,85%",Thimister-Clermont
13,LES BELGES D'ABORD,41,-,"1,12%",-,Thimister-Clermont
14,NATION,5,2,"0,14%","0,06%",Thimister-Clermont
15,WALLONIE INSOUMISE,11,-,"0,30%",-,Thimister-Clermont
16,Collectif Citoyen,40,-,"1,10%",-,Thimister-Clermont
17,MG,-,0,-,"0,00%",Thimister-Clermont
18,Debout les Belges,-,23,-,"0,63%",Thimister-Clermont
19,VLC,-,17,-,"0,47%",Thimister-Clermont
20,B.U.B.-BELG.UNIE,-,4,-,"0,11%",Thimister-Clermont
21,WALLONIE D'ABORD,-,11,-,"0,30%",Thimister-Clermont
22,PIRATE,-,15,-,"0,41%",Thimister-Clermont
23,FW,-,0,-,"0,00%",Thimister-Clermont
24,PP PARTIPENSIONNES,-,9,-,"0,25%",Thimister-Clermont
25,R.W.F.,-,2,-,"0,06%",Thimister-Clermont
26,CIM,-,3,-,"0,08%",Thimister-Clermont
27,ISLAM,-,2,-,"0,06%",Thimister-Clermont
0,ECOLO,1.842,1.654,"21,41%","15,92%",Amay
1,CDH,260,868,"3,02%","8,35%",Amay
2,MR,778,1.688,"9,04%","16,25%",Amay
3,PARTI POPULAIRE,250,477,"2,91%","4,59%",Amay
4,VLAAMS BELANG,46,-,"0,53%",-,Amay
5,DéFI,265,-,"3,08%",-,Amay
6,FDF,-,250,-,"2,41%",Amay
7,PTB,1.655,-,"19,24%",-,Amay
8,PTB-GO !,-,823,-,"7,92%",Amay
9,LISTES DESTEXHE,122,-,"1,42%",-,Amay
10,PS,2.800,3.957,"32,55%","38,08%",Amay
11,DierAnimal,123,-,"1,43%",-,Amay
12,LA DROITE,67,168,"0,78%","1,62%",Amay
13,LES BELGES D'ABORD,165,-,"1,92%",-,Amay
14,NATION,21,31,"0,24%","0,30%",Amay
15,WALLONIE INSOUMISE,57,-,"0,66%",-,Amay
16,Collectif Citoyen,151,-,"1,76%",-,Amay
17,MG,-,14,-,"0,13%",Amay
18,Debout les Belges,-,138,-,"1,33%",Amay
19,VLC,-,48,-,"0,46%",Amay
20,B.U.B.-BELG.UNIE,-,23,-,"0,22%",Amay
21,WALLONIE D'ABORD,-,99,-,"0,95%",Amay
22,PIRATE,-,52,-,"0,50%",Amay
23,FW,-,6,-,"0,06%",Amay
24,PP PARTIPENSIONNES,-,40,-,"0,38%",Amay
25,R.W.F.,-,34,-,"0,33%",Amay
26,CIM,-,7,-,"0,07%",Amay
27,ISLAM,-,13,-,"0,13%",Amay
0,ECOLO,2.356,2.089,"19,57%","13,49%",Huy
1,CDH,691,1.549,"5,74%","10,01%",Huy
2,MR,1.796,2.836,"14,92%","18,32%",Huy
3,PARTI POPULAIRE,340,770,"2,82%","4,97%",Huy
4,VLAAMS BELANG,67,-,"0,56%",-,Huy
5,DéFI,499,-,"4,15%",-,Huy
6,FDF,-,375,-,"2,42%",Huy
7,PTB,1.851,-,"15,38%",-,Huy
8,PTB-GO !,-,1.090,-,"7,04%",Huy
9,LISTES DESTEXHE,216,-,"1,79%",-,Huy
10,PS,3.591,5.578,"29,83%","36,03%",Huy
11,DierAnimal,133,-,"1,10%",-,Huy
12,LA DROITE,61,245,"0,51%","1,58%",Huy
13,LES BELGES D'ABORD,181,-,"1,50%",-,Huy
14,NATION,33,45,"0,27%","0,29%",Huy
15,WALLONIE INSOUMISE,54,-,"0,45%",-,Huy
16,Collectif Citoyen,168,-,"1,40%",-,Huy
17,MG,-,16,-,"0,10%",Huy
18,Debout les Belges,-,211,-,"1,36%",Huy
19,VLC,-,219,-,"1,41%",Huy
20,B.U.B.-BELG.UNIE,-,28,-,"0,18%",Huy
21,WALLONIE D'ABORD,-,152,-,"0,98%",Huy
22,PIRATE,-,79,-,"0,51%",Huy
23,FW,-,12,-,"0,08%",Huy
24,PP PARTIPENSIONNES,-,93,-,"0,60%",Huy
25,R.W.F.,-,67,-,"0,43%",Huy
26,CIM,-,6,-,"0,04%",Huy
27,ISLAM,-,22,-,"0,14%",Huy
0,ECOLO,702,326,"20,78%","9,61%",Marchin
1,CDH,157,332,"4,65%","9,79%",Marchin
2,MR,553,684,"16,37%","20,17%",Marchin
3,PARTI POPULAIRE,72,127,"2,13%","3,75%",Marchin
4,VLAAMS BELANG,21,-,"0,62%",-,Marchin
5,DéFI,143,-,"4,23%",-,Marchin
6,FDF,-,100,-,"2,95%",Marchin
7,PTB,533,-,"15,78%",-,Marchin
8,PTB-GO !,-,189,-,"5,57%",Marchin
9,LISTES DESTEXHE,58,-,"1,72%",-,Marchin
10,PS,933,1.417,"27,62%","41,79%",Marchin
11,DierAnimal,38,-,"1,12%",-,Marchin
